Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Total Backward Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Label
22,1303.458880847414,455,4001.309556338745,90.52034624794129,164.05387842372525,123.74241075526983,116.20457559360457,46.33257642641968,141.8568565452292,234.96981539217617,177.81266583049495,207.96367939009497,92.48405503554265,169.35945045295392,144.91620382922167,144.49655586597265,211.1650076356919,90.0696368947365,115.0165511135414,188.35675454728658,169.3812598838491,158.43856253327726,124.34714623006393,220.28766346134773,83.60333247380987,180.216910841325,79.11826348647855,138.01951732016047,226.38805958876586,109.65261268674429,32.57702014919457,84.68187334010517,94.59911188667596,162.68773953380128,141.44469350376272,90.06021670820223,123.28845407972237,194.00267669692425,52.18353235273227,3
22,99.16449527792005,1,390.82625786571975,16.424539724268538,2.585725937632402,22.858256347569615,7.217148357318397,10.110046921044926,11.53335739256088,14.03684405733997,14.22915238936325,4.183528997036583,4.655205024888273,6.432043754265029,5.233723657614495,17.851680255023087,11.215836312119977,5.38091217734204,7.084097607714092,7.627165402255836,13.348079223698317,7.7230584983703725,21.968459062022863,22.646365813213713,6.8010213163148,17.241072459224533,10.869570678657155,5.973303855560029,10.288331560119733,16.066502778985747,11.515927897250256,8.260469387943422,1.7562421705884521,10.793072437622094,14.346435596161928,9.651768429421866,11.134256347265277,12.725779182055835,10.186437982435354,0
80,101.13039846292881,7,628.682154512775,3.9654657957224053,15.114405240748823,9.31113164291707,13.424540308618962,12.503377867915903,8.094063372713517,6.796595011450944,11.815650717388491,6.271479232219453,4.732655279174455,7.14459921286055,12.983240460357663,14.697520160223885,5.901599794389427,1.7513616568253525,13.699742008511711,4.155491391035234,3.2631702837898944,8.83110241703882,9.748353257351594,10.29141489620574,10.573053109671298,15.057408745014804,15.890842501378284,16.052687746307672,4.182562154276754,7.879544823804995,16.077755314916324,5.351674060855571,12.134832922226746,10.563123298395437,10.148995819286672,6.467563897029435,9.901975020155021,16.977236486748325,9.698530761579194,0
8080,1471.1197191697602,326,5305.349409051713,140.17221129518416,145.09998178565223,132.1644073547873,129.5379751800868,148.9463244173056,183.60273958038925,120.14645150685023,176.18143437417743,137.33750707539917,115.18020675255721,219.0881612949725,194.85738857314084,113.74182412307918,117.47707168150498,91.80654196531326,113.64038215106845,209.3684472503582,158.73256599117988,132.64977436891812,95.6499844478048,206.29727097939494,223.36022920965735,143.876501355596,138.3032699811819,183.26706486505964,148.90520759504116,152.2695772410407,239.0967722425841,152.149118625871,142.423565183469,95.94391083280462,150.7628072426539,14.837346908111357,128.82348113349857,113.30877290250073,119.70665946433304,5
22,1387.8500034754034,275,4531.335459700601,170.0086599355629,85.95673716341068,114.52448139321773,231.65976168764433,203.99732103087052,141.37284250866043,195.15240403879278,76.2304279242789,167.13481350147083,147.00988691002937,142.79020985007074,153.85143444937978,129.89602648383948,95.86591699545342,164.74019976505642,65.72218323135843,140.2338232876067,68.87978701029733,120.92902088074922,218.17313291393776,124.36723117011138,105.61726965908588,106.50733982482988,170.08168199871847,120.07082781498741,233.2572733265446,86.95333257648615,76.11683979160321,131.81477621407942,135.94141315614866,92.16976345418425,159.27263653077551,50.67881766898769,96.38165355898903,85.39702716708504,86.47927681054,4
53,115.3668447563227,12,495.909761182994,10.929899160663604,11.380865063969116,14.458006907518833,15.71777790158131,8.510381801925165,7.52711682484688,5.957883584309914,7.628615678765378,7.159567078243345,6.48504286026894,18.841532115265288,3.5296159660046245,10.044096953377487,5.421710905604405,2.4359574988349415,4.430671752146393,9.99588292816885,10.600377662851148,10.763476190014075,11.24446194063975,3.550612381355757,1.3764066943364277,9.062197369635033,19.150823937539926,8.48687004173213,2.049617342147304,13.353690563922926,14.059071361993805,7.2662130482057785,13.65837727271856,9.426141009969056,1.6395219203877716,10.599592911456355,15.545735947182274,18.429247680782318,1.5995794410833373,0
443,72.73979039555338,6,428.87937780580455,12.236004844686658,11.521194164246857,10.94298788806714,3.6873353192102485,12.701853816737149,10.132121231077384,12.207943258440789,16.12241313241643,22.95670465395282,8.71494717746389,8.272227273754742,16.55022637343815,1.4477766588062941,11.922566829860296,4.478231118524435,11.452768831389843,9.717445781800304,13.255993552589512,6.16011907671896,16.673449937997685,8.892942650994225,0.989303684284339,15.376849206217498,11.046890351404954,8.571507403547576,8.008322312132162,9.981886125721493,5.110085028397497,18.121731752940804,14.317209294345266,8.005145829751147,13.333460359303903,8.386373362643095,5.9995598421516245,11.913884799353452,7.22320826043099,0
443,108.25195606913456,3,424.2933651619719,11.977336747911245,15.849203933132987,6.83790740452728,18.35432693804158,5.146260113108376,18.75556158633691,14.506898018777829,16.724746839918822,15.663881531661543,17.42514375357313,0.13575359121743347,19.36583565853584,8.218589240702448,7.7541899895249795,14.377577229598733,10.67957809303486,16.116899856096214,9.229502508331311,0.9970486030474959,12.969393144638017,6.691661942878673,20.737045786117385,14.699225450806564,10.831601638236927,8.741412704871127,8.72196941669012,8.119647263052837,14.765542962856996,13.184524939634109,4.576057657417371,14.962814840368273,11.221539827540973,9.75187887808771,17.139502956399312,8.74213985681584,17.075216930810683,0
22,1219.686424735915,498,5616.700480026614,148.16361363317466,161.80139799432308,187.00040971498169,132.66759037198437,168.08384259025698,222.10907565998588,160.052001884539,104.51955148879647,1.8049176881245188,194.6754133723702,76.6122864106775,104.33073002031145,138.92107529522048,98.60405190939446,127.36412654476618,174.22970054105323,217.92117898871157,153.5048947507934,152.6340462322846,162.1226803593503,96.36423184606943,175.1850707886851,105.56698285416215,153.93768507765947,202.2890307656411,106.21902973379602,50.99136080107223,98.49091979201458,145.9064029860994,143.9356139564652,60.400215141356924,98.26097921775518,28.601881318669186,64.83624224871825,160.0792478341914,178.63720109897508,2
22,113.47952963566911,3,537.6563694021793,8.003468464664993,7.92783594410489,4.405099908243962,13.545354363979317,16.96634160535511,11.045494976932462,2.065506302413624,9.953792221194922,4.034757578502931,12.589737593463273,11.462420291790954,24.543282386629265,16.859649775732674,8.79781267525726,7.7269544224748845,11.200823513258898,8.297197389297754,6.182415961853769,10.674186389436265,1.3714124562306722,12.823536188689996,14.064089961850765,7.98353179754136,13.36347173588633,6.466809140228837,9.393149880764016,10.938285994117097,7.721676034978786,3.95109195553726,6.397404834219181,5.289054691956612,14.429729084867512,14.953812139782125,12.305770124187916,13.869780146961416,9.664169627867363,0
